account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
AHENZHBD,CAIR-Chicago,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AQNJYYYV,CBC's Sounds of the Season,unclassified,,,
ARGDWDPW,Conservation International,id,C30: Natural Resources Conservation and Protection,Environment,Environment - General
ATVSCLYF,Hindu American Foundation,id,A70: Humanities Organizations,Arts & Culture,Arts & Culture - General
AHVPFZFD,Patient Access Network Foundation,id,"E80: Health, General and Financing",Healthcare,Healthcare - General
AKNBYYXZ,Pisgah Legal Services,id,I80: Legal Services,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AHHGDFRP,Clear The Shelters Fund,id,,Animal Welfare,Animal Welfare - General
AMHUSTQA,ACN - Spain,unclassified,,,
AQHHQRLN,TV Rain,unclassified,,,
ABJKCVVK,Habitat for Humanity Canada,id,"L20: Housing Development, Construction, Management",Human Services,"Human Services - Housing, Shelter"
AVWPPHVW,Soles4Souls,id,P60: Emergency Assistance,Human Services,Human Services - General
AVGVCGVN,SPIRIT 105.3,unclassified,,,
APJFPDAZ,Rockford Rescue Mission,id,"L41: Homeless, Temporary Shelter",Human Services,"Human Services - Housing, Shelter"
AWDZXPTL,Al-Furqaan Foundation,id,X40: Islam,Religion,Religion - Islamic
AQMFMHFQ,NORTHSIDE ISLAMIC CENTER OF SAN ANTONIO,id,X40: Islamic,Religion,Religion - Islamic
AQRMUBTC,Catholic Charities Twin Cities,unclassified,,,
AMGVSFKT,WildCare,id,"D34: Wildlife Sanctuary, Refuge",Animal Welfare,Animal Welfare - General
AMULNRSC,Breast Cancer Canada,unclassified,,,
ATTWSCKG,Scarborough Health Network Foundation,unclassified,,,
AKVVVSLL,World Cancer Research Fund,unclassified,,,
APTVKVDU,Shalom Media USA,id,X80,,
AMDPPTUU,Ron Cantor,id,X20: Christian,Religion,Religion - Christian
ALCUDRVC,Durham Rescue Mission,id,X20: Christian,Religion,Religion - Christian
AEZNPDWT,Women for Women International (US),unclassified,,,
ALDUVYMB,Sierra Club,unclassified,,,
AVLNVSNT,Food Finders Food Bank,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
ABPBNMGX,"WayForward Resources, Inc.",id,P28Z,,
AEYQSEUH,ICC Canada,unclassified,,,
AWZLPKNZ,Meals on Wheels San Diego County,unclassified,,,
AEWCXQZT,Vietnam Veterans of America,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
AZSZQLPZ,Matt Sorger Ministries,id,X20: Christian,Religion,Religion - Christian
AJSSYMYM,SikhNet,id,X00: Religion: General,Religion,Religion - General
ARBELMET,HonestReporting,id,"A30: Media, Communications Organizations",Arts & Culture,Arts & Culture - Media
APNTUTZP,CARE International UK,id,Q33: International Relief,International Affairs,International Affairs - General
AMFJPUKN,YIMBY Action,id,"L20: Housing Development, Construction, Management",Human Services,"Human Services - Housing, Shelter"
ATVCHGNP,American India Foundation,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AXRJGJPD,IslamInSpanish,id,X40: Islamic,Religion,Religion - Islamic
ADNBNQFN,Mote Marine Laboratory & Aquarium,unclassified,,,
ARBMDMBK,US Pantry Packers,unclassified,,,
AQTFYXRU,United Way of the Midlands,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
AXEGKKHW,Project ALS,id,"G50: Nerve, Muscle, and Bone Diseases",Healthcare,Healthcare - General
AZAYGJZS,Lanai Cat Sanctuary,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AKNMUDWT,United Way Alberta Capital Region,id,"W: Public, Society Benefit - Multipurpose and Other",Public and Society Benefit,Public & Society Benefit - General
AAELSEAV,New Gate to Peace Foundation,id,X20: Christian,Religion,Religion - Christian
AQHNJYYB,St. John Cantius,id,X00: Religion: General,Religion,Religion - General
AVNCJSLJ,Amaanah Services,unclassified,,,
APZFWQVA,Animal Humane Society,id,D200,Animal Welfare,Animal Welfare - General
AAEGUFQS,OXFAM Italia,id,Q33: International Relief,International Affairs,International Affairs - General
ADXFGFST,Gather25,unclassified,,,
AHXRZWQR,Maine Coast Heritage Trust,id,C34: Land Resources Conservation,Environment,Environment - General
AMNMZWVA,Feeding Pets of the Homeless,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ACDKZLNU,Kennedy Krieger Institute,id,G20: Birth Defects and Genetic Diseases,Healthcare,Healthcare - General
AUDDCMDQ,Auckland City Mission,unclassified,,,
AJGYKEHG,Book Industry Charitable Foundation,id,Z99: Unknown,,
ALPHYBKT,Helping Captives,id,Z99: Unknown,,
AGHUYCVT,Saving Grace,id,P60: Emergency Assistance,Human Services,Human Services - General
AFCJFLJX,Variety - the Children's Charity of BC,id,S80: Community Service Clubs,Public and Society Benefit,Public & Society Benefit - General
AEPEFQLM,Jewish Federation of Greater MetroWest NJ,id,X30: Jewish,Religion,Religion - Jewish
AYTMPCJF,CARE Canada,id,C27: Recycling Programs,Environment,Environment - General
AZRKGFZM,MusiCares,id,P20: Human Service Organizations,Human Services,Human Services - General
ARRCDXDL,Family Eldercare,id,P81: Senior Centers and Services,Human Services,"Human Services - Housing, Shelter"
ANVKEKEC,TRIAD,id,Z99: Unknown,,
AJZHVBBL,RadioU,id,"X80: Religious Media, Communications Organizations",Religion,Religion - General
AJNJQNUL,Ronald McDonald House Fort Worth,unclassified,,,
AATDZMPP,Shrine of Our Lady of Guadalupe,id,X22: Roman Catholic,Religion,Religion - General
AXGKETUJ,West Texas Food Bank,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
ASJZNSZT,Victory Mission + Ministry,id,P60: Emergency Assistance,Human Services,Human Services - General
AWBJEPNJ,Safe Horizon,id,P60: Emergency Assistance,Human Services,Human Services - General
AYNDZCRW,Christian Leaders,id,"W00: Public Policy, Public Services Institutions: General",Public and Society Benefit,Public & Society Benefit - General
ACGMZXNU,Kuwasha,unclassified,,,
AMFBWKVG,Muslim Burial Fund | 13 Rivers Trust,unclassified,,,
ADZQGNVC,Voices for CASA Children,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AYFAFTCH,Berkeley Humane,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AGEMDQWE,Ave Maria University,id,B43,Education,Higher Education
ASJTJDJS,USA Save a Child's Heart,unclassified,,,
AMFJYXJE,Adapostul Speranta,unclassified,,,
ABAPCCCG,International Relief Teams,id,Q330,,
ALVVNYUV,Rainforest Trust UK,unclassified,,,
AGZQDVCC,Bringing Hope Home,id,G30: Cancer,Healthcare,Healthcare - Cancer
AKVNXBFW,Humaniti INTL,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AXKVPFKN,High Plains Food Bank,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
ABWXSHGB,MSI United States,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
ABXMMYHB,Partners In Health Canada,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
ARPNTWCX,Christian Alliance for Orphans,id,Q33: International Relief,International Affairs,International Affairs - General
AMMESMTK,HaTikva Project,id,"Q12: International, Foreign Affairs and National Security Fund Raising and Fund Distribution",International Affairs,International Affairs - General
ANNZZNEK,The Luke Commission,id,,Healthcare,Healthcare - General
AYLQMKXZ,Pinky Swear Foundation,id,P50: Personal Social Services,Human Services,Human Services - General
ASQRPFCB,Effect Hope,id,P60: Emergency Assistance,Human Services,Human Services - General
AAWRCGMZ,IFES/USA,unclassified,,,
AEKVYBXA,Seattle Humane,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AXLZEQSG,World Hope International,id,Q33: International Relief,International Affairs,International Affairs - General
ALKSEYCM,Eagles' Wings,id,P50: Personal Social Services,Human Services,Human Services - General
ACUCYXDX,Mission Lazarus,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AMAYNAQU,Trust for Public Land,id,C34: Land Resources Conservation,Environment,Environment - General
AVTDUVFF,Pathways to Education Canada,id,B11: Education Single Organization Support,Education,Education - General
ACUQBXBA,ACN - Deutschland,unclassified,,,
AXAVCAHB,1A SQ,unclassified,,,
AUHDNJJK,Thornwell,id,"P70: Residential, Custodial Care (Group Home)",Human Services,"Human Services - Housing, Shelter"
ABDWDLPE,Baby Steps,id,L40,Human Services,"Human Services - Housing, Shelter"
AETFYNPY,Hope Clinic For Women,id,P30,Healthcare,Healthcare - General
AWNHRDLJ,Sacred Heart Mission,id,"W: Public, Society Benefit - Multipurpose and Other",Public and Society Benefit,Public & Society Benefit - General
ATFVDJEG,Red Panda Network,id,D31: Protection of Endangered Species,Animal Welfare,Animal Welfare - General
AJZRKGPX,SeriousFun Children's Network,id,F03: Mental Health and Crisis Intervention Professional Societies and Associations,Healthcare,"Healthcare - Mental Health, Abuse"
AYDZQUZU,WMNF 88.5 FM,unclassified,,,
ARKTCKKJ,Life in Messiah International,unclassified,,,
ARYQGWAS,Opportunity International Canada,id,P20: Human Service Organizations,Human Services,Human Services - General
AQVJENRY,Mission Impact,id,X20: Christian,Religion,Religion - Christian
AFZNUTWP,The Children's Inn at NIH,id,E86: Patient Services,Healthcare,Healthcare - General
AHUEXBBY,CBM,unclassified,,,
AKXYTNKF,Sonrise Ministries,id,P20: Human Service Organizations,Human Services,Human Services - General
APHVGNHE,Goats of Anarchy,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AAYTZXLU,PRAISE 106.5 Canada,unclassified,,,
AEXRYHEM,Alzheimer Society of British Columbia,unclassified,,,
AUHGWJNP,Israel Guide Dog Center,id,P11: Human Services Single Organization Support,Human Services,Human Services - General
AXJANRTX,United Way of Greater Los Angeles,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
AWWWUEDL,The Send,id,X20: Christian,Religion,Religion - Christian
AKRFNPGG,ICA,id,P60: Emergency Assistance,Human Services,Human Services - General
ARGFMSZV,Be Like Brit,id,Q33,International Affairs,International Affairs - General
ABPHKJZB,Mission Services of London,unclassified,,,
ALJNQUUW,ZERO Prostate Cancer,id,E99,,
AFCWNQYY,Museo Tamayo,unclassified,,,
APHBZEQY,Jane Goodall Institute of Canada,unclassified,,,
AXMCBCTW,Geneva Benefits Group,id,"P70: Residential, Custodial Care (Group Home)",Human Services,"Human Services - Housing, Shelter"
AQCKLUBL,Cornerstones,id,P200,Human Services,Human Services - General
AUHSXREN,Global Hope Network International,id,Q19,,
AHFTXYQM,Life Impact International,id,"Q12: International, Foreign Affairs and National Security Fund Raising and Fund Distribution",International Affairs,International Affairs - General
ASRTNXRN,Give to Give Foundation,id,P20: Human Service Organizations,Human Services,Human Services - General
NRJKSUNC,The Adventure Project,id,Q33: International Relief,International Affairs,International Affairs - General
AFJATJWY,Farmlink,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
AHVJBSSX,Institute of Noetic Sciences,id,U050,,
AMFGALUW,Vimenti,id,"B20: Elementary, Secondary Education",Education,K-12 Education
ARCEZBBM,Mermaids,unclassified,,,
ALUVPLLM,GLSEN INC,id,R30,Human Services,"Human Services - Civil Rights, Social Justice"
ASBYNFZH,Idaho Youth Ranch,id,P32: Foster Care,Human Services,Human Services - General
AYDQYGVS,God TV,id,"X80: Religious Media, Communications Organizations",Religion,Religion - General
AMMBDGWA,Jewish News Service,id,X30: Jewish,Religion,Religion - Jewish
ABUJHULV,Wildlife Rescue Association,unclassified,,,
ALLMLWUX,Miftaah Institute,id,X40: Islamic,Religion,Religion - Islamic
AWBBRBHP,Grassroots Grocery,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
ARTRAHDD,N Street Village,id,"S00: Community Improvement, Capacity Building: General",Public and Society Benefit,Public & Society Benefit - General
AHHBESMB,Sleep in Heavenly Peace,id,L99,Human Services,"Human Services - Housing, Shelter"
AYVRHKKK,Rafiki Mwema,unclassified,,,
ALNNDMWU,Boys & Girls Clubs of the Coastal Plain,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
AVTMXMUE,Builders International,id,P20,Human Services,Human Services - General
AXNUJRZC,National Foundation for Cancer Research,id,H30,,
AJGHELJF,Operation Eyesight Universal,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AFQCRVUQ,Akashinga US,unclassified,,,
ANUWWNDS,Seattle Area Feline Rescue,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AGTSCUBH,JRS IO,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AVYFCBDN,United Women in Faith,id,X00: Religion: General,Religion,Religion - General
APLYVARY,Habitat for Humanity Greater San Francisco,id,"L20: Housing Development, Construction, Management",Human Services,"Human Services - Housing, Shelter"
AVTVUULE,Salk Institute,id,"U50: Biological, Life Science Research",Science & Technology,Science & Technology - General
ACWJHRPC,Spoken Gospel,id,X20: Christian,Religion,Religion - Christian
ANBLTASX,IFAW FR,unclassified,,,
AKWQLGKE,Global Celebration,id,X20: Christian,Religion,Religion - Christian
AAUFNBWC,Goodwill of Colorado,id,J30: Vocational Rehabilitation,Public and Society Benefit,"Public & Society Benefit - Employment, Job"
AKUYQMYT,Prostate Cancer Research,id,H40,,
ADAHKUXY,American Academy of Pediatrics,id,G980,,
AFSPESKW,IFAW UK,unclassified,,,
AFEBBSBK,Westminster Theological Seminary,id,B42: Undergraduate College (4-year),Education,Higher Education
AUZEBJWT,Know Your Rights Camp,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AHRVKMCF,Veterans For Child Rescue,id,I72,,
AXLCVQHX,Kyiv School of Economics,id,B40,,
ADZYUAPL,Humaniti Canada,unclassified,,,
AFTWYYPJ,Inner City Youth Alive,unclassified,,,
AYBYGDGV,Glaucoma Research Foundation,id,G40: Diseases of Specific Organs,Healthcare,Healthcare - General
ALNLTJHT,Mental Health America,id,F80: Mental Health Association,Healthcare,"Healthcare - Mental Health, Abuse"
ALHQCDLK,CMJ Israel,unclassified,,,
AYWMSDCS,Homeward Bound of Western North Carolina,id,L41Z,,
APNQCUVV,ACN - Canada,unclassified,,,
AVRRNTLL,BRIC,id,"A20: Arts, Cultural Organizations",Arts & Culture,Arts & Culture - General
AGYFLNPE,God's Heart TV,unclassified,,,
ARQLLRKC,Chimpanzee Sanctuary Northwest,id,D31: Protection of Endangered Species,Animal Welfare,Animal Welfare - General
AGZDWPAJ,YES! Media,unclassified,,,
AMDZWSQG,River of Life Mission,id,X00: Religion: General,Religion,Religion - General
AUCNGPLU,Human Assistance & Development International (HADI),id,Q70: International Human Rights,International Affairs,International Affairs - General
AHZHXKVL,Iowa Natural Heritage Foundation,id,C34: Land Resources Conservation,Environment,Environment - General
